"Company record ID","Company","Phone Number","Website URL","Street Address","Business Type","Business Hours","Google Maps URL","Rating","Number of Reviews","Last Updated"
"ChIJXw84QDYtZUcRyAybTwcPn1Q","Čarobna Dolina, Studio Lepote in Zdravja","030550005","https://carobnadolina.eu/","Rojčeva ulica 20, 1000 Ljubljana, Slovenia","Skin Care Clinic","Monday: 9:00 AM - 7:00 PM | Tuesday: 9:00 AM - 7:00 PM | Wednesday: 9:00 AM - 7:00 PM | Thursday: 9:00 AM - 7:00 PM | Friday: 9:00 AM - 7:00 PM | Saturday: 9:00 AM - 7:00 PM | Sunday: Closed","https://maps.google.com/?cid=6097608944557690056","5","13","2024-12-03"
"ChIJI8vQM8QjZUcRgnOK4Nx-8ZQ","Kozmetika in masaže Maša Zidar s.p.","040297859","http://www.studio-mm.si/","Jalnova ulica 70, 1000 Ljubljana, Slovenia","Skin Care Clinic","Monday: 6:00 AM - 8:00 PM | Tuesday: 6:00 AM - 8:00 PM | Wednesday: 6:00 AM - 8:00 PM | Thursday: 6:00 AM - 8:00 PM | Friday: 6:00 AM - 8:00 PM | Saturday: Closed | Sunday: Closed","https://maps.google.com/?cid=10732498874125677442","5","39","2024-12-03"
"ChIJZVAqCe4zZUcRwt036yrSsLQ","Daily lepotni salon","030686546","","Rakuševa ulica 24, 1000 Ljubljana, Slovenia","Beauty Salon","Monday: 10:00 AM - 7:00 PM | Tuesday: 10:00 AM - 7:00 PM | Wednesday: 10:00 AM - 7:00 PM | Thursday: 10:00 AM - 7:00 PM | Friday: 10:00 AM - 7:00 PM | Saturday: 11:00 AM - 3:00 PM | Sunday: Closed","https://maps.google.com/?cid=13020137604504870338","4.8","38","2024-12-03"
"ChIJy6kEVrPya4kROQU1onyYQJU","Nailsbeauty","041373553","","Šmartinska c. 106, 1000 Ljubljana, Slovenia","Nail Salon","Monday: 9:00 AM - 5:00 PM | Tuesday: 9:00 AM - 5:00 PM | Wednesday: 9:00 AM - 5:00 PM | Thursday: 9:00 AM - 5:00 PM | Friday: 9:00 AM - 5:00 PM | Saturday: Closed | Sunday: Closed","https://maps.google.com/?cid=10754763571225494841","4.9","23","2024-12-03"
"ChIJ2Z62vI8zZUcRaY7hFxT592Y","Gospa Svetska Studio","068949893","https://www.instagram.com/gospasvetska/","Gosposvetska cesta 8, 1000 Ljubljana, Slovenia","Beauty Salon","Monday: 7:30 AM - 7:30 PM | Tuesday: 7:30 AM - 7:30 PM | Wednesday: 7:30 AM - 7:30 PM | Thursday: 7:30 AM - 7:30 PM | Friday: 7:30 AM - 7:30 PM | Saturday: Closed | Sunday: Closed","https://maps.google.com/?cid=7419672775811501673","5","3","2024-12-03"
"ChIJ5Z0we3YzZUcRvZIzTq_y5tY","MY OH MY Ljubljana","051675115","https://www.myohmy.si/","Metelkova ulica 15, 1000 Ljubljana, Slovenia","Beauty Salon","Monday: 10:00 AM - 7:00 PM | Tuesday: 10:00 AM - 7:00 PM | Wednesday: 10:00 AM - 7:00 PM | Thursday: 10:00 AM - 7:00 PM | Friday: 10:00 AM - 7:00 PM | Saturday: Closed | Sunday: Closed","https://maps.google.com/?cid=15485331203505230525","4.3","17","2024-12-03"
"ChIJpXABWZwyZUcRTaoiyys4aG4","Kozmetični salon Cveta Hiršman","031445420","http://www.kozmetikakolodvorska.com/","Kolodvorska ulica 14a-1. nadstropje, 1000 Ljubljana, Slovenia","Beauty Salon","Monday: 9:00 AM - 6:00 PM | Tuesday: 9:00 AM - 6:00 PM | Wednesday: 9:00 AM - 6:00 PM | Thursday: 9:00 AM - 6:00 PM | Friday: 9:00 AM - 6:00 PM | Saturday: Closed | Sunday: Closed","https://maps.google.com/?cid=7955670502492777037","4.5","31","2024-12-03"
"ChIJzXpueGEtZUcR2-IvhxHqkh0","Medi-Pedi Ljubljana Center","014289899","http://www.medi-pedi.si/sl/","Slovenska cesta 30, 1000 Ljubljana, Slovenia","Beauty Salon","Monday: 7:00 AM - 8:00 PM | Tuesday: 7:00 AM - 8:00 PM | Wednesday: 7:00 AM - 8:00 PM | Thursday: 7:00 AM - 8:00 PM | Friday: 7:00 AM - 8:00 PM | Saturday: 7:00 AM - 2:00 PM | Sunday: Closed","https://maps.google.com/?cid=2131022934703071963","4.6","44","2024-12-03"
"ChIJi5KSwGEtZUcRXOfEl1H9NOM","Gold Spa","070145477","http://goldspa.si/","Pražakova Ul 4, 1000 Ljubljana, Slovenia","Beauty Salon","Monday: 8:00 AM - 9:00 PM | Tuesday: 8:00 AM - 9:00 PM | Wednesday: 8:00 AM - 9:00 PM | Thursday: 8:00 AM - 9:00 PM | Friday: 8:00 AM - 9:00 PM | Saturday: 8:00 AM - 3:00 PM | Sunday: Closed","https://maps.google.com/?cid=16371989072279037788","4.4","126","2024-12-03"
"ChIJV23P9mYtZUcRgRVOkwUJ3ko","Make-Up Designory Evropa, izobraževanje in trgovina, d.o.o.","016200348","https://www.makeupdesignory.eu/?utm_source=GMBlisting&utm_medium=organic","Rimska cesta 13, 1000 Ljubljana, Slovenia","","Monday: 12:30 - 7:00 PM | Tuesday: 12:30 - 7:00 PM | Wednesday: 12:30 - 7:00 PM | Thursday: 12:30 - 6:30 PM | Friday: 12:30 - 7:00 PM | Saturday: Closed | Sunday: Closed","https://maps.google.com/?cid=5394759323187287425","4.7","14","2024-12-03"
"ChIJP81kdwAtZUcRoZfwoZ-mfCY","WoW Beauty Lab","040381133","https://www.instagram.com/wow.beauty.lab.si?igsh=N251eDZnYXVrMzQx","Breg 22, 1000 Ljubljana, Slovenia","Beauty Salon","Monday: 9:00 AM - 8:00 PM | Tuesday: 9:00 AM - 8:00 PM | Wednesday: 9:00 AM - 8:00 PM | Thursday: 9:00 AM - 8:00 PM | Friday: 9:00 AM - 8:00 PM | Saturday: 11:00 AM - 7:00 PM | Sunday: Closed","https://maps.google.com/?cid=2773274675100293025","5","4","2024-12-03"
"ChIJX_OaH2UtZUcRUK80Lg6QelY","Fanči Gallus","014287014","http://www.fancigallus.si/","Gallusovo nabrežje 39, 1000 Ljubljana, Slovenia","Beauty Salon","Monday: 7:00 AM - 8:00 PM | Tuesday: 7:00 AM - 8:00 PM | Wednesday: 7:00 AM - 8:00 PM | Thursday: 7:00 AM - 8:00 PM | Friday: 7:00 AM - 8:00 PM | Saturday: Closed | Sunday: Closed","https://maps.google.com/?cid=6231451424999649104","4.8","80","2024-12-03"
"ChIJj-pSAydle0cRj-q3701eRMA","Crystal Nails Slovenija","031384260","http://crystalnails.si/","Šmartinska c. 28, 1000 Ljubljana, Slovenia","","","https://maps.google.com/?cid=13854302042525788815","4","8","2024-12-03"
"ChIJixz3hZ0yZUcRwSxDVicag5g","Lassana - pedikerski salon","012328486","http://www.lassana.si/","Dalmatinova ulica 11, 1000 Ljubljana, Slovenia","Skin Care Clinic","Monday: 7:00 AM - 9:00 PM | Tuesday: 7:00 AM - 9:00 PM | Wednesday: 7:00 AM - 9:00 PM | Thursday: 7:00 AM - 9:00 PM | Friday: 7:00 AM - 9:00 PM | Saturday: 7:00 AM - 2:00 PM | Sunday: Closed","https://maps.google.com/?cid=10989656271967431873","4.7","30","2024-12-03"
"ChIJp86IikkzZUcRoquYtL3gtP4","Manikurnik - Janin ustvarjalni manikurnik","040151979","https://manikurnik.si/","Pavšičeva ulica 4, 1000 Ljubljana, Slovenia","Nail Salon","","https://maps.google.com/?cid=18353541486824958882","5","15","2024-12-03"
"ChIJfyHHvWEtZUcR8WfPuL_Zt18","Lassana - frizerski in kozmetični salon","012513711","http://www.lassana.si/","Čopova ulica 2, 1000 Ljubljana, Slovenia","Hair Salon","Monday: 7:00 AM - 7:00 PM | Tuesday: 7:00 AM - 7:00 PM | Wednesday: 7:00 AM - 7:00 PM | Thursday: 7:00 AM - 7:00 PM | Friday: 7:00 AM - 7:00 PM | Saturday: 7:00 AM - 2:00 PM | Sunday: Closed","https://maps.google.com/?cid=6897220771803785201","4.6","116","2024-12-03"
"ChIJjZ7ylp7LQS4RXnoJ5K_ITaQ","ZANIA Beauty","070630041","https://zaniabeauty.si/","Slomškova ulica 35, 1000 Ljubljana, Slovenia","Beauty Salon","","https://maps.google.com/?cid=11839339653197560414","5","15","2024-12-03"
"ChIJv2PeFuMzZUcRpT-UsRe654g","Glam by Nika - lepotni studio","069839010","http://www.glambynika.si/","Vojkova cesta 58, 1000 Ljubljana, Slovenia","Beauty Salon","","https://maps.google.com/?cid=9865058119704657829","4.6","18","2024-12-03"
"ChIJqbIy_CAtZUcRZ95lnf5s5zA","Kozmetični salon - Jana Beauty salon","051856003","https://jana-beauty.si/","Cesta v Mestni log 20, 1000 Ljubljana, Slovenia","Beauty Salon","","https://maps.google.com/?cid=3523905074258894439","5","30","2024-12-03"
"ChIJ19d2l8UzZUcRER__7ehI41g","Studio Alphie, oblikovanje in poslikava nohtov, Vesna Žurga s.p.","040147898","http://www.studio-alphie.com/","Dunajska c. 433, 1231 Ljubljana - Črnuče, Slovenia","Nail Salon","","https://maps.google.com/?cid=6405043260313509649","5","18","2024-12-03"
"ChIJZXn2O2EtZUcRjRLLVY_jxac","Viki's Place Maxi | Frizerski salon Ljubljana","040830913","http://vikisplace.si/","Maximarket, Trg republike 1, 1000 Ljubljana, Slovenia","Beauty Salon","Monday: 9:00 AM - 9:00 PM | Tuesday: 9:00 AM - 8:00 PM | Wednesday: 9:00 AM - 8:00 PM | Thursday: 9:00 AM - 8:00 PM | Friday: 9:00 AM - 8:00 PM | Saturday: 9:00 AM - 3:00 PM | Sunday: Closed","https://maps.google.com/?cid=12089318979505164941","4.4","206","2024-12-03"
"ChIJwaR1exEzZUcRdMZ-xydMTSc","Ana Nail Studio","","","Dunajska c. 388, 1231 Ljubljana - Črnuče, Slovenia","Nail Salon","","https://maps.google.com/?cid=2832003474420319860","5","6","2024-12-03"
"ChIJY7gNXd4yZUcR_abGR3HrD3k","Indigo","082005280","","Dunajska c. 203, 1000 Ljubljana, Slovenia","Nail Salon","Monday: 8:00 AM - 4:00 PM | Tuesday: 11:00 AM - 7:00 PM | Wednesday: 8:00 AM - 4:00 PM | Thursday: 11:00 AM - 7:00 PM | Friday: 8:00 AM - 4:00 PM | Saturday: Closed | Sunday: Closed","https://maps.google.com/?cid=8723449875007973117","4.8","43","2024-12-03"
"ChIJX8ifcWEtZUcRCiGScNsI0J8","Lassana - frizerski, pedikerski in kozmetični salon","012515339","https://lassana.si/saloni/lassana-salon-slovenska-27/","Slovenska cesta 27, 1000 Ljubljana, Slovenia","Hair Salon","Monday: 6:00 AM - 8:00 PM | Tuesday: 6:00 AM - 8:00 PM | Wednesday: 6:00 AM - 8:00 PM | Thursday: 6:00 AM - 8:00 PM | Friday: 6:00 AM - 8:00 PM | Saturday: 7:00 AM - 2:00 PM | Sunday: Closed","https://maps.google.com/?cid=11515713985765843210","4.5","80","2024-12-03"
"ChIJP2wnXTrNekcRhpHxhOGxpco","AD Beauty Studio","051607087","https://adstudio.si/","Dolenjska cesta 246a, Celovška cesta 111, 1000 Ljubljana, Slovenia","Beauty Salon","Monday: 7:00 AM - 8:00 PM | Tuesday: 7:00 AM - 8:00 PM | Wednesday: 7:00 AM - 8:00 PM | Thursday: 7:00 AM - 8:00 PM | Friday: 7:00 AM - 8:00 PM | Saturday: 7:00 AM - 12:00 PM | Sunday: Closed","https://maps.google.com/?cid=14602272948974883206","4.9","33","2024-12-03"
"ChIJS7f4eKAtZUcRAlo0RQCsFYY","Nailbar nohtni studio","040474911","https://nailbar.si/","Celovška cesta 185, 1000 Ljubljana, Slovenia","Nail Salon","Monday: 5:00 - 9:00 PM | Tuesday: 5:00 - 9:00 PM | Wednesday: 5:00 - 9:00 PM | Thursday: 5:00 - 9:00 PM | Friday: 5:00 - 9:00 PM | Saturday: Closed | Sunday: Closed","https://maps.google.com/?cid=9661817692754303490","5","1","2024-12-03"
"ChIJVbrSWnYzZUcRJn9SmNhgTMQ","Monin Kotiček Kozmetični salon Ljubljana","040895769","http://www.monin-koticek.si/","Zaloška cesta 6, 1000 Ljubljana, Slovenia","Skin Care Clinic","Monday: 9:00 AM - 6:00 PM | Tuesday: 9:00 AM - 6:00 PM | Wednesday: 9:00 AM - 6:00 PM | Thursday: 9:00 AM - 6:00 PM | Friday: 9:00 AM - 6:00 PM | Saturday: Closed | Sunday: Closed","https://maps.google.com/?cid=14144787013048631078","5","174","2024-12-03"
"ChIJYa3AUX0tZUcRnkp2pAPMPaM","SPA V MESTU (KOZMETIČNI SALON)","051367907","http://spavmestu.si/","Trubarjeva cesta 45, 1000 Ljubljana, Slovenia","Beauty Salon","Monday: 7:00 AM - 7:00 PM | Tuesday: 7:00 AM - 7:00 PM | Wednesday: 9:00 AM - 7:00 PM | Thursday: 9:00 AM - 7:00 PM | Friday: 9:00 AM - 3:00 PM | Saturday: Closed | Sunday: Closed","https://maps.google.com/?cid=11762782117777787550","4.5","63","2024-12-03"
"ChIJN0VSq6EtZUcRkakW6kf3CQ0","ManiPediSpa","040382669","http://www.manipedispa.si/","Jurčkova Cesta 223, 1000 Ljubljana, Slovenia","Skin Care Clinic","Monday: 9:00 AM - 9:00 PM | Tuesday: 9:00 AM - 9:00 PM | Wednesday: 9:00 AM - 9:00 PM | Thursday: 9:00 AM - 9:00 PM | Friday: 9:00 AM - 9:00 PM | Saturday: 8:00 AM - 9:00 PM | Sunday: Closed","https://maps.google.com/?cid=939553885525551505","4.5","23","2024-12-03"
"ChIJn5VpHhUzZUcR18qfg43mmHI","COCO Beauty by Ana","040151518","http://app.lime-booking.com/form/cocobeauty","Černetova ulica 12, 1000 Ljubljana, Slovenia","Beauty Salon","","https://maps.google.com/?cid=8257603412256869079","5","9","2024-12-03"
"ChIJizHhRwAtZUcR2tq03WaLLQQ","salon Manika","041344115","https://nalakirajnohte.si/","Dolenjska cesta 43, 1000 Ljubljana, Slovenia","Nail Salon","Monday: 10:00 AM - 4:00 PM | Tuesday: 11:00 AM - 5:00 PM | Wednesday: 10:00 AM - 4:00 PM | Thursday: 11:00 AM - 5:00 PM | Friday: 10:00 AM - 4:00 PM | Saturday: Closed | Sunday: Closed","https://maps.google.com/?cid=301050024026233562","5","6","2024-12-03"
"ChIJQZXvangzZUcRqIk0zEEhuys","Ninas, nails & hair professionalists","040374910","","Na jami 20, 1000 Ljubljana, Slovenia","Beauty Salon","","https://maps.google.com/?cid=3151148930758379944","5","4","2024-12-03"
"ChIJKQR8SZEyZUcRwFJEgtpU85Y","Cartiel - Nail podjetje za estetiko, d.o.o., Ljubljana","014361185","","Peričeva ulica 27, 1000 Ljubljana, Slovenia","Nail Salon","","https://maps.google.com/?cid=10877130822494999232","5","1","2024-12-03"
"ChIJg3Vvz5ctZUcRxP0vZb1KRcY","Boris Hair & Nail studio Boris Rome s.p.","014271904","https://www.moja-dejavnost.si/akrilni-nohti-ljubljana/boris-hair--nail-studio-boris-rome-sp/MMxqAlvC","Dolenjska cesta 156b, 1000 Ljubljana, Slovenia","Hair Salon","","https://maps.google.com/?cid=14286907570209684932","5","13","2024-12-03"
"ChIJLdh8apcyZUcRuVOX1OmhUZM","Beauty Studio","051884388","http://www.kozmeticnistudio-s.si/","Linhartov podhod 33, 1000 Ljubljana, Slovenia","Skin Care Clinic","Monday: 9:00 AM - 7:30 PM | Tuesday: 9:00 AM - 7:00 PM | Wednesday: 9:00 AM - 7:00 PM | Thursday: 9:00 AM - 7:00 PM | Friday: 9:00 AM - 7:00 PM | Saturday: Closed | Sunday: Closed","https://maps.google.com/?cid=10615443822355108793","4.2","17","2024-12-03"
"ChIJscpGxmHNekcROHZmBd-p2MQ","BOSS BEAUTY, Gaja Povirk s.p.","040855254","https://bossbeauty.si/","Celovška cesta 72, 1000 Ljubljana, Slovenia","Beauty Salon","Monday: 8:00 AM - 9:00 PM | Tuesday: 8:00 AM - 9:00 PM | Wednesday: 8:00 AM - 9:00 PM | Thursday: 8:00 AM - 9:00 PM | Friday: 8:00 AM - 9:00 PM | Saturday: 8:00 AM - 3:00 PM | Sunday: Closed","https://maps.google.com/?cid=14184273801736779320","5","42","2024-12-03"
"ChIJ0Rze0WMtZUcRRpQKlMQ5Gks","Viki's Bar","059925579","http://vikisplace.si/","Wolfova ulica 10a, 1000 Ljubljana, Slovenia","Beauty Salon","Monday: 9:00 AM - 8:00 PM | Tuesday: 9:00 AM - 8:00 PM | Wednesday: 9:00 AM - 8:00 PM | Thursday: 9:00 AM - 8:00 PM | Friday: 9:00 AM - 8:00 PM | Saturday: 9:00 AM - 3:00 PM | Sunday: Closed","https://maps.google.com/?cid=5411701418699166790","4.6","52","2024-12-03"
"ChIJGcxx1-tVZEcRNWejowbu-ZU","Lilly Nails Slovenija","040730449","http://www.lillynails.si/","Ameriška ulica 2, 1000 Ljubljana, Slovenia","","Monday: 10:00 AM - 4:00 PM | Tuesday: 12:00 - 6:00 PM | Wednesday: 10:00 AM - 4:00 PM | Thursday: 12:00 - 6:00 PM | Friday: 10:00 AM - 4:00 PM | Saturday: Closed | Sunday: Closed","https://maps.google.com/?cid=10806930493134825269","5","5","2024-12-03"
"ChIJ_fveGuwtZUcRVuRiI_j0Tow","Lassana - frizerski salon","012522759","","Stritarjeva ulica 9, 1000 Ljubljana, Slovenia","Hair Salon","Monday: 7:00 AM - 8:00 PM | Tuesday: 7:00 AM - 8:00 PM | Wednesday: 7:00 AM - 8:00 PM | Thursday: 7:00 AM - 8:00 PM | Friday: 7:00 AM - 8:00 PM | Saturday: 7:00 AM - 2:00 PM | Sunday: Closed","https://maps.google.com/?cid=10110287560076092502","4.2","70","2024-12-03"
"ChIJCa3h_XsyZUcRM3YoPxubjJU","Kotiček Za Nohte","","http://koticek-za-nohte.si/","Zaloška cesta 36, 1000 Ljubljana, Slovenia","Nail Salon","","https://maps.google.com/?cid=10776158549716792883","5","4","2024-12-03"
"ChIJUUzmJAAzZUcRVrVYUXz8bFE","Studio Kankosha d.o.o.","064260884","https://www.studiokankosha.si/","Štihova ulica 10, 1000 Ljubljana, Slovenia","Beauty Salon","Monday: 8:00 AM - 1:00 PM | Tuesday: 8:00 AM - 7:00 PM | Wednesday: 8:00 AM - 7:00 PM | Thursday: 8:00 AM - 1:00 PM | Friday: 8:00 AM - 1:00 PM | Saturday: Closed | Sunday: Closed","https://maps.google.com/?cid=5867342025427826006","5","5","2024-12-03"
"ChIJm01404AtZUcRv9sYtW8Fb3g","Professional College of Cosmetics and Wellness Ljubljana","015200670","http://www.vskv.si/","Ulica Carla Benza 1, 1000 Ljubljana, Slovenia","","Monday: 8:30 AM - 8:00 PM | Tuesday: 8:30 AM - 8:00 PM | Wednesday: 8:30 AM - 8:00 PM | Thursday: 8:30 AM - 8:00 PM | Friday: 8:30 AM - 8:00 PM | Saturday: 9:00 AM - 1:00 PM | Sunday: Closed","https://maps.google.com/?cid=8678160984304049087","5","144","2024-12-03"
"ChIJo3tSEM3SekcR2TySfW6rjDI","Podaljševanje Trepalnic - PerfectLook by Karmen","041313788","https://www.podaljsevanje-trepalnic.si/","Cesta v Zgornji Log 32, 1000 Ljubljana, Slovenia","Beauty Salon","Monday: 7:00 AM - 8:00 PM | Tuesday: 8:00 AM - 8:00 PM | Wednesday: 7:00 AM - 8:00 PM | Thursday: 7:00 AM - 8:00 PM | Friday: 7:00 AM - 8:00 PM | Saturday: 8:00 AM - 2:00 PM | Sunday: Closed","https://maps.google.com/?cid=3642474689677376729","4.9","57","2024-12-03"
"ChIJlT767zrTekcR4yGDRx5kuTA","Kozmetičarna","070457459","https://www.instagram.com/kozmeticarna?igshid=OGQ5ZDc2ODk2ZA==&utm_source=qr","Tržaška c. 315, 1000 Ljubljana, Slovenia","Beauty Salon","Monday: 7:00 AM - 8:00 PM | Tuesday: 7:00 AM - 8:00 PM | Wednesday: 7:00 AM - 8:00 PM | Thursday: 7:00 AM - 8:00 PM | Friday: 7:00 AM - 8:00 PM | Saturday: Closed | Sunday: Closed","https://maps.google.com/?cid=3510947465723584995","5","27","2024-12-03"
"ChIJv9eQ3rwyZUcROC_UDn_E_eA","Masaže, Irena Njegovec s.p.","014361343","","Ulica bratov Židan 34, 1000 Ljubljana, Slovenia","Nail Salon","","https://maps.google.com/?cid=16212330283592331064","4","4","2024-12-03"
"ChIJC2ZyRwYzZUcRKsDjGbx_NUo","Adriana D. Nohti- Ljubljana- Gel nohti- Podaljševanje nohtov- Permanetno lakiranje","069976399","","Šmartinska c. 106, 1000 Ljubljana, Slovenia","Nail Salon","Monday: 9:00 AM - 5:00 PM | Tuesday: 9:00 AM - 5:00 PM | Wednesday: 9:00 AM - 5:00 PM | Thursday: 9:00 AM - 4:00 PM | Friday: 9:00 AM - 5:00 PM | Saturday: Closed | Sunday: Closed","https://maps.google.com/?cid=5347320578437267498","5","8","2024-12-03"
"ChIJ05yRO0wzZUcRGwGLBIDWeXI","PMN studio, Nina Mohar s.p.","040437833","https://www.instagram.com/pmn_nail_studio/","Zaloška cesta 269, 1000 Ljubljana, Slovenia","Nail Salon","Monday: 9:00 AM - 5:00 PM | Tuesday: 9:00 AM - 5:00 PM | Wednesday: 9:00 AM - 5:00 PM | Thursday: 9:00 AM - 5:00 PM | Friday: 9:00 AM - 5:00 PM | Saturday: Closed | Sunday: Closed","https://maps.google.com/?cid=8248860037826150683","5","6","2024-12-03"
